# spec/derived/appendix-a.tsv
#
# Generated by `cargo run -p xtask -- derive`. Do not edit. `derive --check`
# fails when rereading the snapshot would change a byte, and a hand edit is a bug
# even when it is correct, because the next revision of the specification will
# not carry it forward (ADR 0009).
#
# Every row of every Appendix A table, in document order: the class that lists the key, the key, and the Remarks cell in both locales.
#
# Source: spec/snapshot/index.html
# Source SHA-256: cfb1def5bf1594d59080a26d8d03c2670bb3116490ab57ef6e131b166a7c832f
# Reader: xtask/src/classes.rs, xtask/src/derive.rs
# Reader SHA-256: ad771cad8de6bae9311db70920802ac43ce400a771a380b386503eb1fa346fcd

class	key	remark-en	remark-ja
cl-27	24D4	proportionally-spaced	プロポーショナル
cl-27	24D5	proportionally-spaced	プロポーショナル
cl-27	24D6	proportionally-spaced	プロポーショナル
cl-27	24D7	proportionally-spaced	プロポーショナル
cl-27	24D8	proportionally-spaced	プロポーショナル
cl-27	24D9	proportionally-spaced	プロポーショナル
cl-27	24DA	proportionally-spaced	プロポーショナル
cl-27	24DB	proportionally-spaced	プロポーショナル
cl-27	24DC	proportionally-spaced	プロポーショナル
cl-27	24DD	proportionally-spaced	プロポーショナル
cl-27	24DE	proportionally-spaced	プロポーショナル
cl-27	24DF	proportionally-spaced	プロポーショナル
cl-27	24E0	proportionally-spaced	プロポーショナル
cl-27	24E1	proportionally-spaced	プロポーショナル
cl-27	24E2	proportionally-spaced	プロポーショナル
cl-27	24E3	proportionally-spaced	プロポーショナル
cl-27	24E4	proportionally-spaced	プロポーショナル
cl-27	24E5	proportionally-spaced	プロポーショナル
cl-27	24E6	proportionally-spaced	プロポーショナル
cl-27	24E7	proportionally-spaced	プロポーショナル
cl-27	24E8	proportionally-spaced	プロポーショナル
cl-27	24E9	proportionally-spaced	プロポーショナル
cl-27	24EB	proportionally-spaced	プロポーショナル
cl-27	24EC	proportionally-spaced	プロポーショナル
cl-27	24ED	proportionally-spaced	プロポーショナル
cl-27	24EE	proportionally-spaced	プロポーショナル
cl-27	24EF	proportionally-spaced	プロポーショナル
cl-27	24F0	proportionally-spaced	プロポーショナル
cl-27	24F1	proportionally-spaced	プロポーショナル
cl-27	24F2	proportionally-spaced	プロポーショナル
cl-27	24F3	proportionally-spaced	プロポーショナル
cl-27	24F4	proportionally-spaced	プロポーショナル
cl-27	24F5	proportionally-spaced	プロポーショナル
cl-27	24F6	proportionally-spaced	プロポーショナル
cl-27	24F7	proportionally-spaced	プロポーショナル
cl-27	24F8	proportionally-spaced	プロポーショナル
cl-27	24F9	proportionally-spaced	プロポーショナル
cl-27	24FA	proportionally-spaced	プロポーショナル
cl-27	24FB	proportionally-spaced	プロポーショナル
cl-27	24FC	proportionally-spaced	プロポーショナル
cl-27	24FD	proportionally-spaced	プロポーショナル
cl-27	24FE	proportionally-spaced	プロポーショナル
cl-27	25A0	proportionally-spaced	プロポーショナル
cl-27	25A1	proportionally-spaced	プロポーショナル
cl-27	25B1	proportionally-spaced	プロポーショナル
cl-27	25B2	proportionally-spaced	プロポーショナル
cl-27	25B3	proportionally-spaced	プロポーショナル
cl-27	25B6	proportionally-spaced	プロポーショナル
cl-27	25B7	proportionally-spaced	プロポーショナル
cl-27	25BC	proportionally-spaced	プロポーショナル
cl-27	25BD	proportionally-spaced	プロポーショナル
cl-27	25C0	proportionally-spaced	プロポーショナル
cl-27	25C1	proportionally-spaced	プロポーショナル
cl-27	25C6	proportionally-spaced	プロポーショナル
cl-27	25C7	proportionally-spaced	プロポーショナル
cl-27	25CB	proportionally-spaced	プロポーショナル
cl-27	25CE	proportionally-spaced	プロポーショナル
cl-27	25CF	proportionally-spaced	プロポーショナル
cl-27	25D0	proportionally-spaced	プロポーショナル
cl-27	25D1	proportionally-spaced	プロポーショナル
cl-27	25D2	proportionally-spaced	プロポーショナル
cl-27	25D3	proportionally-spaced	プロポーショナル
cl-27	25E6	proportionally-spaced	プロポーショナル
cl-27	25EF	proportionally-spaced	プロポーショナル
cl-27	2600	proportionally-spaced	プロポーショナル
cl-27	2601	proportionally-spaced	プロポーショナル
cl-27	2602	proportionally-spaced	プロポーショナル
cl-27	2603	proportionally-spaced	プロポーショナル
cl-27	2605	proportionally-spaced	プロポーショナル
cl-27	2606	proportionally-spaced	プロポーショナル
cl-27	260E	proportionally-spaced	プロポーショナル
cl-27	261E	proportionally-spaced	プロポーショナル
cl-27	2640	proportionally-spaced	プロポーショナル
cl-27	2642	proportionally-spaced	プロポーショナル
cl-27	2660	proportionally-spaced	プロポーショナル
cl-27	2661	proportionally-spaced	プロポーショナル
cl-27	2662	proportionally-spaced	プロポーショナル
cl-27	2663	proportionally-spaced	プロポーショナル
cl-27	2664	proportionally-spaced	プロポーショナル
cl-27	2665	proportionally-spaced	プロポーショナル
cl-27	2666	proportionally-spaced	プロポーショナル
cl-27	2667	proportionally-spaced	プロポーショナル
cl-27	2669	proportionally-spaced	プロポーショナル
cl-27	266A	proportionally-spaced	プロポーショナル
cl-27	266B	proportionally-spaced	プロポーショナル
cl-27	266C	proportionally-spaced	プロポーショナル
cl-27	266D	proportionally-spaced	プロポーショナル
cl-27	266E	proportionally-spaced	プロポーショナル
cl-27	266F	proportionally-spaced	プロポーショナル
cl-27	2713	proportionally-spaced	プロポーショナル
cl-27	2756	proportionally-spaced	プロポーショナル
cl-27	2776	proportionally-spaced	プロポーショナル
cl-27	2777	proportionally-spaced	プロポーショナル
cl-27	2778	proportionally-spaced	プロポーショナル
cl-27	2779	proportionally-spaced	プロポーショナル
cl-27	277A	proportionally-spaced	プロポーショナル
cl-27	277B	proportionally-spaced	プロポーショナル
cl-27	277C	proportionally-spaced	プロポーショナル
cl-27	277D	proportionally-spaced	プロポーショナル
cl-27	277E	proportionally-spaced	プロポーショナル
cl-27	277F	proportionally-spaced	プロポーショナル
cl-27	2934	proportionally-spaced	プロポーショナル
cl-27	2935	proportionally-spaced	プロポーショナル
cl-27	29FA	proportionally-spaced	プロポーショナル
cl-27	29FB	proportionally-spaced	プロポーショナル
cl-27	3251	proportionally-spaced	プロポーショナル
cl-27	3252	proportionally-spaced	プロポーショナル
cl-27	3253	proportionally-spaced	プロポーショナル
cl-27	3254	proportionally-spaced	プロポーショナル
cl-27	3255	proportionally-spaced	プロポーショナル
cl-27	3256	proportionally-spaced	プロポーショナル
cl-27	3257	proportionally-spaced	プロポーショナル
cl-27	3258	proportionally-spaced	プロポーショナル
cl-27	3259	proportionally-spaced	プロポーショナル
cl-27	325A	proportionally-spaced	プロポーショナル
cl-27	325B	proportionally-spaced	プロポーショナル
cl-27	325C	proportionally-spaced	プロポーショナル
cl-27	325D	proportionally-spaced	プロポーショナル
cl-27	325E	proportionally-spaced	プロポーショナル
cl-27	325F	proportionally-spaced	プロポーショナル
cl-27	32B1	proportionally-spaced	プロポーショナル
cl-27	32B2	proportionally-spaced	プロポーショナル
cl-27	32B3	proportionally-spaced	プロポーショナル
cl-27	32B4	proportionally-spaced	プロポーショナル
cl-27	32B5	proportionally-spaced	プロポーショナル
cl-27	32B6	proportionally-spaced	プロポーショナル
cl-27	32B7	proportionally-spaced	プロポーショナル
cl-27	32B8	proportionally-spaced	プロポーショナル
cl-27	32B9	proportionally-spaced	プロポーショナル
cl-27	32BA	proportionally-spaced	プロポーショナル
cl-27	32BB	proportionally-spaced	プロポーショナル
cl-27	32BC	proportionally-spaced	プロポーショナル
cl-27	32BD	proportionally-spaced	プロポーショナル
cl-27	32BE	proportionally-spaced	プロポーショナル
cl-27	32BF	proportionally-spaced	プロポーショナル
cl-28	0028		
cl-28	3014		
cl-28	005B		
cl-29	0029		
cl-29	3015		
cl-29	005D		
